product_series,family,subtype,data_source,d_mm,dw_mm,Mmax_Nm,D_mm,l_mm,e_mm,H_mm,A_mm,d1_mm,MA_Nm,Z_count,S_spec,DIN_spec,class_spec,nmax_rpm,pN_N_per_mm2,I_kgm2,weight_kg
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,75,60,3600,138,25,3.75,32.5,100,79,30,7,M  8 x  30,933,10.9,4100,233,0.0070923,2.3
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,80,65,4100,145,25,3.75,32.5,100,84,30,7,M  8 x  30,933,10.9,3900,218,0.0085703,2.5
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,90,70,6000,155,30,4.5,39,114,94,30,10,M  8 x  35,931,10.9,3600,231,0.0132516,3.3
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,100,75,7300,170,34,5,44,124,104,30,12,M  8 x  35,931,10.9,3300,220,0.021395,4.4
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,110,80,8900,185,39,5.5,50,136,114,59,9,M 10 x  40,931,10.9,3000,208,0.0347437,6
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,115,80,9300,200,40,5,50,150,124,59,10,M 10 x  40,931,10.9,2800,215,0.0485678,7.3
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,120,85,9600,200,40,5,50,150,124,59,10,M 10 x  40,931,10.9,2800,206,0.0476,7
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,125,90,13100,215,42,6,54,160,134,59,12,M 10 x  40,931,10.9,2600,226,0.0672619,8.7
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,140,100,17900,230,46,7.25,60.5,175,146,100,10,M 12 x  45,931,10.9,2400,224,0.0996875,11
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,155,110,23900,265,50,7.25,64.5,192,165,100,12,M 12 x  50,931,10.9,2100,224,0.1885,16
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,165,120,38700,290,56,7.5,71,210,175,250,8,M 16 x  55,931,10.9,1900,258,0.3061438,22
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,175,130,42600,300,56,7.5,71,220,185,250,8,M 16 x  55,931,10.9,1900,243,0.3467969,23
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,185,140,59000,330,71,7.5,86,236,195,250,10,M 16 x  70,931,10.9,1700,227,0.6261719,35
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,195,150,79500,350,71,7.5,86,246,210,250,12,M 16 x  70,931,10.9,1600,258,0.802625,40
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,200,155,81700,350,71,7.5,86,246,210,250,12,M 16 x  70,931,10.9,1600,252,0.7921875,39
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,220,165,103000,370,88,8,104,270,230,250,15,M 16 x  80,931,10.9,1500,231,1.1813,51
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,240,180,144000,405,92,8.5,109,295,248,490,12,M 20 x  80,931,10.9,1400,254,1.773,64
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,245,185,147000,410,95,8,111,298,251,490,12,M 20 x  80,931,10.9,1300,241,1.9105,67
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,260,190,170000,440,103,8.5,120,321,268,490,14,M 20 x  90,931,10.9,1300,244,2.7426,84
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,280,210,224000,460,114,10,134,346,288,490,16,M 20 x 100,931,10.9,1200,234,3.5888,99
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,300,230,287000,485,122,10,142,364,308,490,18,M 20 x 100,931,10.9,1100,230,4.6751,115
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,320,240,326000,520,122,10,142,386,328,490,20,M 20 x 100,931,10.9,1100,239,6.1978,133
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,340,250,401000,570,134,11,156,408,348,490,24,M 20 x 110,931,10.9,1000,246,10.08,183
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,350,270,456000,580,140,11,162,432,358,490,24,M 20 x 110,931,10.9,980,229,11.07,193
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,360,290,519000,590,140,11,162,432,368,490,24,M 20 x 110,931,10.9,970,222,11.76,197
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,380,300,635000,645,144,12,168,458,387,840,20,M 24 x 120,931,10.9,880,245,17.86,255
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,390,310,697000,660,144,12,168,468,397,840,21,M 24 x 120,931,10.9,860,251,19.54,266
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,400,320,722000,680,144,12,168,480,407,840,21,M 24 x 120,931,10.9,840,245,22.1,284
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,420,340,891000,690,164,12,188,504,427,840,24,M 24 x 130,931,10.9,830,234,25.94,318
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,440,350,891000,750,177,12.5,202,527,447,840,24,M 24 x 140,931,10.9,760,207,39.13,414
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,460,370,1127000,770,177,12.5,202,547,468,840,28,M 24 x 140,931,10.9,740,231,43.04,428
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,480,390,1290000,800,188,12.5,213,570,488,840,30,M 24 x 140,931,10.9,710,223,52.77,485
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,500,410,1431000,850,188,12.5,213,590,508,1250,24,M 27 x 150,931,10.9,670,225,68.08,560
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,530,440,1961000,900,215,12.5,240,620,538,1250,30,M 27 x 180,931,10.9,630,232,93.54,686
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,560,460,2165000,950,215,12.5,240,650,568,1250,32,M 27 x 180,931,10.9,600,234,116,763
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,590,480,2514000,980,235,15,265,685,600,1250,36,M 27 x 180,931,10.9,580,229,142,869
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,620,510,2856000,1020,235,15,265,715,630,1250,38,M 27 x 180,931,10.9,560,230,166,931
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,660,540,3676000,1100,260,15,290,760,670,1700,38,M 30 x 200,931,10.9,520,238,246,1195
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,700,580,4232000,1200,260,15,290,800,710,1700,40,M 30 x 200,931,10.9,470,236,354,1466
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,720,600,4639000,1230,260,15,290,820,730,1700,42,M 30 x 200,931,10.9,460,241,390,1535
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,750,620,4967000,1230,280,17.5,315,855,762,1700,44,M 30 x 220,931,10.9,460,225,420,1619
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,800,660,5501000,1310,280,17.5,315,905,812,1700,46,M 30 x 220,931,10.9,430,220,540,1833
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,850,700,6322000,1330,310,17.5,345,965,862,1700,50,M 30 x 250,931,10.9,430,204,604,1938
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,900,740,6950000,1400,310,17.5,345,1015,912,1700,52,M 30 x 250,931,10.9,400,200,738,2130
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,950,780,8421000,1550,340,20,380,1075,962,2800,42,M 36 x 260,931,10.9,370,199,1285,3111
3071,press,shrink_disc_3part,TAS_SCHAEFER_catalog,1000,820,10562000,1620,340,20,380,1125,1012,2800,50,M 36 x 260,931,10.9,350,225,1526,3369
